,Daily Returns,Total Returns,Funds,Margin,Portfolio Value,AAPL Position,AAPL Order,AAPL Filled Order,AAPL Trade Price,AAPL Cost to Trade,AAPL PnL,IBM Position,IBM Order,IBM Filled Order,IBM Trade Price,IBM Cost to Trade,IBM PnL,GOOG Position,GOOG Order,GOOG Filled Order,GOOG Trade Price,GOOG Cost to Trade,GOOG PnL,C Position,C Order,C Filled Order,C Trade Price,C Cost to Trade,C PnL
2015-07-08,-0.3296348,3.64155155,246920.6355,229343.4,1033406.7755,-294,60,60,124.48,13.14,976.74,-523,68,68,164.0,17.408,1012.912,1078,76,76,521.05,49.4,-8576.5,-1988,-100,-100,53.81,20.1,3290.5
2015-07-07,0.3123883,3.97118635,266891.1635,245827.96,1038789.1635,-354,59,59,125.89,9.971,106.259,-591,92,92,164.94,17.066,-195.956,1002,62,62,523.13,25.575,2122.005,-1888,-14,-14,54.97,1.925,1091.575
2015-07-06,0.07579,3.65879805,280522.9505,266172.57,1038183.9205,-413,9,9,124.94,1.314,193.906,-683,73,73,163.83,10.585,327.275,940,64,64,519.5,17.824,-275.824,-1874,-43,-43,54.79,5.977,512.543
2015-07-02,0.14882595,3.58300805,297632.6905,279623.59,1035754.6805,-422,11,11,126.43,1.6225,67.7675,-756,95,95,165.05,19.0475,-525.8475,876,60,60,521.08,28.38,1383.78,-1831,-13,-13,55.43,1.8005,562.5595
2015-07-01,-0.21530745,3.4341821,311920.711,296312.35,1034054.501,-433,37,37,126.9,6.031,-571.731,-851,77,77,163.97,14.938,-1673.138,816,45,45,524.73,17.4375,877.9425,-1818,-22,-22,56.01,3.168,-786.148
2015-06-30,-0.18658175,3.64948955,322459.5255,310914.54,1034687.2755,-470,21,21,125.57,4.1895,-444.3295,-928,65,65,163.99,14.495,206.885,771,44,44,526.02,22.154,-998.864,-1796,-34,-34,55.52,4.709,-629.509
2015-06-29,-0.10346235,3.8360713,336179.873,321353.9,1036678.813,-491,4,4,125.46,0.696,1094.484,-993,68,68,163.92,12.172,2565.118,727,36,36,525.01,15.138,-7168.248,-1762,-69,-69,55.04,8.7975,2474.0225
2015-06-26,-0.1668788,3.93953365,335334.6965,335170.39,1037902.8765,-495,-38,-38,127.67,7.03,370.68,-1061,35,35,166.23,7.0875,645.4825,691,-3,-3,537.26,1.1505,-2441.2005,-1693,-75,-75,56.47,10.8,-243.75
2015-06-25,0.0223181,4.10641245,330805.8245,335007.64,1037263.0845,-457,-29,-29,128.86,6.786,293.734,-1096,18,18,167.8,3.609,956.891,694,-15,-15,538.87,4.755,-1800.645,-1618,-62,-62,56.99,7.719,773.201
2015-06-24,0.05531455,4.08409435,327407.4435,330551.78,1039287.7835,-428,-19,-19,127.21,2.5935,-461.4135,-1114,19,19,168.71,4.18,1832.21,709,6,6,540.0,2.475,-1871.355,-1556,-96,-96,56.66,12.096,1053.704
2015-06-23,0.0130834,4.0287798,334036.168,326542.66,1040536.268,-409,3,3,127.48,0.447,237.163,-1133,56,56,168.38,8.792,-1053.562,703,14,14,539.64,5.747,1583.823,-1460,-28,-28,57.28,3.43,-636.59
2015-06-22,-0.12827785,4.0156964,336332.244,333285.25,1040430.404,-412,-7,-7,127.49,1.197,-411.087,-1189,35,35,167.65,6.3875,-909.3475,689,-7,-7,539.59,2.534,1051.266,-1432,-35,-35,56.86,4.62,-1013.61
2015-06-19,0.2738444,4.14397425,330457.7725,335833.9,1039827.9125,-405,-14,-14,127.71,2.163,513.857,-1224,10,10,167.62,1.835,1546.705,696,-6,-6,537.21,2.808,-27.768,-1397,-88,-88,56.51,12.76,705.65
2015-06-18,0.33437575,3.87012985,333728.1185,330054.57,1040567.1485,-391,0,0,127.23,0.0,-226.78,-1234,35,35,167.05,6.5625,-1335.0825,702,23,23,531.0,9.062,5194.858,-1309,-68,-68,56.66,9.418,-289.238
2015-06-17,0.10081655,3.5357541,342698.391,332685.39,1034751.321,-391,29,29,127.72,5.046,108.774,-1269,51,51,167.0,8.8995,-435.8295,679,48,48,529.37,14.592,680.538,-1241,-22,-22,57.07,3.047,654.683
2015-06-16,-0.105009,3.43493755,360863.6955,341806.08,1035932.4255,-420,47,47,127.03,8.2955,-299.0655,-1320,85,85,166.33,17.8075,-789.3575,631,31,31,528.4,9.765,552.485,-1219,-8,-8,56.52,1.132,-514.152
2015-06-15,-0.1301265,3.53994655,361061.2155,359744.17,1037125.3855,-467,-10,-10,126.1,1.61,104.44,-1405,-4,-4,165.33,0.722,1018.288,600,33,33,528.0,8.184,-2943.294,-1211,-61,-61,56.62,7.869,519.301
2015-06-12,0.21295065,3.67007305,372955.8205,359829.99,1034616.9205,-457,23,23,128.18,4.255,654.115,-1401,50,50,168.23,9.75,2525.54,567,52,52,531.6,20.696,-1156.936,-1150,-25,-25,57.01,3.2125,106.7875
2015-06-11,-0.11049945,3.4571224,386325.984,371952.66,1033602.794,-480,51,51,129.18,8.8995,115.0005,-1451,78,78,169.26,20.787,155.833,515,40,40,538.42,22.02,-1162.42,-1125,-12,-12,57.2,1.818,-213.408
2015-06-10,-0.2475253,3.56762185,400691.2085,385117.24,1040736.1985,-531,76,76,127.92,16.948,-830.208,-1529,52,52,166.49,12.09,-5008.17,475,82,82,529.36,33.579,4497.481,-1113,-8,-8,56.27,1.256,-1134.356
2015-06-09,-0.08235675,3.81514715,432897.7415,399714.29,1039601.2015,-607,73,73,126.7,15.987,294.973,-1581,101,101,165.34,21.513,-559.053,393,95,95,527.56,46.93,-171.3,-1105,23,23,55.57,3.2775,-388.1875
2015-06-08,0.27302715,3.8975039,445194.899,432281.94,1034472.179,-680,59,59,128.9,9.8235,553.4265,-1682,20,20,167.17,3.71,3465.81,298,48,48,533.31,16.032,-1952.072,-1128,-19,-19,56.25,2.603,663.107
2015-06-05,0.0303299,3.62447675,456893.2175,444188.18,1034413.8975,-739,52,52,129.5,9.542,507.868,-1702,14,14,168.25,3.269,1666.511,250,4,4,536.35,1.654,-842.754,-1109,23,23,56.02,3.266,-1028.326
2015-06-04,0.2624255,3.59414685,445449.3485,456180.66,1033658.2085,-791,-4,-4,129.58,0.608,598.392,-1716,-63,-63,169.53,12.3795,2605.6905,246,-6,-6,537.76,2.517,-905.877,-1132,-41,-41,55.45,6.1705,326.0495
2015-06-03,-0.1341602,3.33172135,451704.5035,444714.56,1032577.1835,-787,38,38,130.66,6.346,-158.866,-1653,19,19,170.5,3.819,-466.279,252,-9,-9,539.91,6.1515,285.1785,-1091,19,19,55.04,2.7455,-1001.6355
2015-06-02,0.23705595,3.46588155,443163.7955,451190.02,1035079.7955,-825,-4,-4,129.86,0.668,475.112,-1672,-56,-56,169.66,11.228,845.812,261,-3,-3,532.93,1.3545,1350.0555,-1110,-4,-4,54.4,0.52,-300.42
2015-06-01,-0.11341275,3.2288256,448730.176,442495.32,1032198.856,-821,25,25,130.28,4.4375,-217.8975,-1616,-21,-21,170.21,3.885,-848.605,264,22,22,536.79,10.098,383.262,-1106,57,57,54.68,7.467,-450.887
2015-05-29,0.32636625,3.34223835,453033.8135,447660.81,1029465.2435,-846,33,33,131.23,4.7025,1282.4475,-1595,-13,-13,171.35,2.067,3278.953,242,6,6,537.37,1.908,-1843.588,-1163,19,19,54.46,2.47,545.85
2015-05-28,0.10471225,3.0158721,450856.421,451936.08,1030180.581,-879,33,33,131.86,6.9465,227.5335,-1582,-28,-28,171.45,5.586,437.794,236,6,6,538.01,3.252,5.068,-1182,17,17,54.82,2.363,376.727
2015-05-27,-0.4216343,2.91115985,458444.7485,450006.38,1032602.8285,-912,31,31,130.34,8.9745,-2238.3345,-1554,-9,-9,171.16,2.2455,-2898.9555,230,38,38,532.8,21.128,1678.732,-1199,10,10,54.34,1.415,-757.785
2015-05-26,0.5405369,3.33279415,467492.1715,457144.5,1026842.1115,-943,55,55,132.6,9.8175,2740.4425,-1545,7,7,172.11,1.12,3228.7,192,29,29,538.12,9.686,-1447.656,-1209,15,15,54.75,1.9875,883.8825
2015-05-22,0.0070857,2.79225725,472837.0825,466945.6,1027820.6125,-998,59,59,131.6,11.21,-1171.3,-1552,-8,-8,173.04,1.24,1734.6,163,31,31,540.15,15.283,-333.323,-1224,0,0,54.78,0.0,-159.12
2015-05-21,-0.0250316,2.78517155,485819.4855,472030.63,1029461.4355,-1057,68,68,130.07,12.376,-1418.866,-1544,20,20,173.32,3.98,653.3,132,36,36,537.95,21.51,453.69,-1224,5,5,54.69,0.64,61.56
2015-05-20,0.0249038,2.81020315,491340.1615,485264.95,1028375.0315,-1125,49,49,130.0,7.938,6.74199999999,-1564,0,0,173.33,0.0,-437.92,96,25,25,538.49,12.025,143.085,-1229,-19,-19,55.27,2.489,537.131
2015-05-19,-0.11093715,2.78529935,500172.5535,490251.04,1028576.1535,-1174,102,102,130.69,22.236,67.644,-1564,-7,-7,172.97,1.1165,-658.6265,71,38,38,533.98,15.143,280.277,-1210,-4,-4,54.79,0.546,-798.666
2015-05-18,-0.20087125,2.8962365,514481.145,499212.1,1031259.145,-1276,91,91,128.38,14.924,-1791.354,-1557,-1,-1,173.44,0.1905,311.3895,33,32,32,532.01,17.424,-9.694,-1206,6,6,54.19,0.774,-519.054
2015-05-15,0.18173875,3.09710775,515385.7975,513205.73,1029125.3775,-1367,45,45,129.07,8.5275,232.1325,-1556,-88,-88,173.91,13.992,1202.928,1,34,34,539.18,14.603,-45.673,-1212,-64,-64,54.59,7.68,428.0
2015-05-14,-0.7654873,2.915369,517782.55,514700.97,1032483.52,-1412,14,14,127.41,2.324,-4173.204,-1468,-96,-96,173.5,19.152,-2500.392,-33,53,53,533.77,20.299,-529.989,-1148,-92,-92,54.43,13.248,-451.288
2015-05-13,-0.3205657,3.6808563,521274.183,517187.66,1038461.843,-1426,-9,-9,126.15,1.827,-213.117,-1372,-103,-103,171.24,23.9475,-2326.4375,-86,56,56,530.56,27.86,-162.86,-1056,-111,-111,53.72,15.2625,-503.2425
2015-05-12,0.25138835,4.001422,519476.77,520608.5,1040085.27,-1417,-28,-28,125.6,5.516,626.144,-1269,-91,-91,170.55,18.7915,652.6685,-142,31,31,531.6,13.299,1059.521,-945,-100,-100,53.67,11.8,175.55
2015-05-11,0.40473635,3.75003365,514765.2865,519026.82,1033792.1065,-1389,-27,-27,127.39,4.7385,1794.7515,-1178,-101,-101,172.65,15.6045,1819.0455,-173,42,42,538.37,15.015,414.645,-845,-97,-97,53.92,13.6285,18.9215
2015-05-08,-0.74545905,3.3452973,520912.653,514229.69,1035142.343,-1362,-2,-2,126.68,0.406,-3211.886,-1077,-77,-77,172.94,19.019,-1688.999,-215,62,62,536.65,42.501,-2028.201,-748,-63,-63,53.55,9.5445,-525.5045
2015-05-07,-0.3631529,4.09075635,524799.2535,520486.58,1045285.8335,-1360,-86,-86,124.77,23.177,-383.817,-1000,-136,-136,169.63,48.892,-1046.012,-277,66,66,523.99,43.89,-1823.67,-685,-104,-104,52.59,18.46,-378.03
2015-05-06,0.61655865,4.45390925,513307.4725,523956.72,1037264.1925,-1274,-67,-67,126.56,15.6445,1041.7355,-864,-99,-99,172.9,21.1365,2578.9635,-343,24,24,531.24,13.62,2232.76,-581,-73,-73,53.56,11.1325,312.1275
2015-05-05,0.82652465,3.8373506,519801.326,512362.19,1032163.516,-1207,-23,-23,128.15,4.9565,3482.6935,-765,-64,-64,173.51,14.72,636.69,-367,38,38,538.21,20.919,3739.401,-508,-33,-33,53.99,4.158,406.462
2015-05-04,-0.12524845,3.01082595,510558.9395,519314.87,1029873.8095,-1184,-4,-4,129.5,1.366,296.834,-701,-83,-83,174.47,14.857,-158.757,-405,25,25,538.53,11.8,-1193.95,-475,-51,-51,53.85,6.4515,-196.6115
2015-05-01,-0.63439235,3.1360744,524733.324,510103.86,1034837.184,-1180,-4,-4,126.1,1.06,-4481.26,-618,-58,-58,173.2,17.342,-1377.402,-430,32,32,538.43,24.864,-300.544,-424,-11,-11,53.64,1.6775,-184.7175
2015-04-30,1.1359134,3.77046675,503262.6475,523906.53,1027169.1775,-1176,-53,-53,128.64,14.0185,4090.2215,-560,-83,-83,173.77,17.9695,1671.3405,-462,-4,-4,547.87,1.756,5417.284,-413,-8,-8,53.75,1.352,180.288
2015-04-29,0.38055625,2.63455335,522608.5135,502319.99,1024928.5035,-1123,-5,-5,130.16,1.7425,2152.4175,-477,-35,-35,173.4,11.6725,-258.8325,-458,35,35,550.47,13.3875,2205.7625,-405,26,26,52.65,3.705,-293.785
2015-04-28,0.16874445,2.2539971,497251.691,521971.43,1019223.121,-1118,-35,-35,134.46,6.965,2393.005,-442,-71,-71,170.83,11.3245,-1414.2045,-493,-19,-19,554.64,14.0125,805.2875,-431,-7,-7,52.67,0.9135,-96.6435
2015-04-27,0.15939925,2.08525265,521166.0865,496159.9,1017325.9865,-1083,73,73,132.31,12.41,-2727.31,-371,-17,-17,170.89,3.4935,-337.0735,-474,30,30,563.39,23.835,4619.325,-424,34,34,52.88,4.029,39.051
2015-04-24,-0.9864219,1.9258534,497443.694,520769.54,1018213.234,-1156,-37,-37,130.49,7.918,-682.738,-354,-58,-58,170.23,25.433,136.827,-504,18,18,566.1,11.457,-9457.497,-458,-39,-39,53.16,5.031,139.189
2015-04-23,-0.68139795,2.9122753,538269.763,497088.97,1035358.733,-1119,88,88,128.3,20.02,-1166.81,-296,-13,-13,165.23,3.3215,-1449.4915,-522,71,71,541.0,40.2215,-4144.7415,-419,-11,-11,53.01,1.6665,-52.9365
2015-04-22,-0.5850257,3.59367325,503229.9125,538126.66,1041356.5725,-1207,-125,-125,126.99,22.0625,-2076.0325,-283,-51,-51,164.39,13.5915,-318.2615,-593,-22,-22,534.4,8.481,-3195.291,-408,-64,-64,52.52,10.272,-260.672
2015-04-21,0.1973309,4.17869895,535355.8195,502403.05,1037758.8695,-1082,63,63,128.1,15.5925,699.4875,-232,-22,-22,166.07,7.414,431.406,-571,75,75,537.51,50.9625,594.3975,-344,-13,-13,53.35,1.612,248.018
2015-04-20,-1.16711225,3.98136805,514276.8605,534998.55,1049275.4105,-1145,-102,-102,125.57,18.768,-3198.378,-210,-25,-25,162.1,4.7875,-1121.9375,-646,-8,-8,525.6,4.332,-7311.112,-331,-46,-46,53.3,7.245,-39.695
2015-04-17,0.85793775,5.1484803,533976.193,513407.83,1047384.023,-1043,13,13,125.55,1.9435,1487.1765,-185,-22,-22,161.75,3.784,420.956,-638,40,40,528.66,15.96,6410.14,-285,-15,-15,53.51,1.995,261.105
2015-04-16,-0.03812835,4.29054255,511596.9155,533818.01,1045414.9255,-1056,-73,-73,126.28,11.388,596.272,-163,-28,-28,163.31,6.244,133.796,-678,-14,-14,529.9,9.457,-907.337,-270,-23,-23,53.98,3.0245,-204.0145
2015-04-15,-0.2226154,4.3286709,536118.609,510346.59,1046465.199,-983,23,23,126.41,3.887,-478.257,-135,-8,-8,162.63,1.58,-245.99,-664,34,34,528.7,19.516,-1383.016,-247,1,1,52.93,0.131,-118.891
2015-04-14,0.65351545,4.5512863,504835.063,535818.48,1040653.543,-1006,-72,-72,127.0,14.256,549.844,-127,-12,-12,162.42,2.184,8.456,-698,-41,-41,536.25,17.9375,5990.7825,-248,-24,-24,52.93,3.048,-13.928
2015-04-13,0.0711818,3.89777085,534037.7985,504061.02,1038098.8185,-934,82,82,128.37,16.195,113.165,-115,-2,-2,162.37,0.408,53.812,-657,36,36,538.41,12.564,596.916,-224,3,3,52.48,0.405,-52.075
2015-04-10,-0.01380285,3.82658905,504053.7105,533938.75,1037992.4605,-1016,-45,-45,125.95,8.82,-584.91,-113,-4,-4,162.34,0.75,-59.51,-693,-41,-41,542.29,17.343,578.177,-227,-21,-21,52.08,2.6355,-71.7855
2015-04-09,-0.05295685,3.8403919,535848.899,503233.59,1039082.489,-971,99,99,125.85,16.9785,-973.8885,-109,17,17,161.7,3.859,-54.719,-652,35,35,541.03,13.0725,548.3875,-206,3,3,51.73,0.3885,-49.3485
2015-04-08,-0.2736703,3.89334875,505245.0475,535702.31,1040947.3575,-1070,-40,-40,125.85,8.28,424.02,-126,-5,-5,161.72,1.055,24.915,-687,-48,-48,538.38,20.856,-3108.906,-209,-26,-26,51.67,3.302,-76.732
2015-04-07,0.1092825,4.16701905,534956.3405,504349.28,1039305.6205,-1030,107,107,127.64,27.713,1321.457,-121,15,15,161.67,4.575,-2.655,-639,41,41,538.08,22.222,-242.482,-183,5,5,51.83,0.745,16.505
2015-04-06,-0.35447015,4.05773655,512577.2955,534767.91,1047345.2055,-1137,-46,-46,124.47,7.751,-2354.961,-136,4,4,159.69,1.13,-214.33,-680,-43,-43,532.22,19.35,-998.08,-188,-27,-27,51.16,3.5505,22.6695
2015-04-02,0.3031831,4.4122067,529626.337,511582.46,1041208.797,-1091,64,64,125.03,12.864,-1230.154,-140,10,10,159.52,2.115,-183.315,-637,6,6,540.85,4.092,4484.278,-161,-4,-4,51.68,0.578,-38.978
2015-04-01,0.3891221,4.1090236,507413.426,529016.49,1036429.916,-1155,-39,-39,124.82,8.0535,215.0565,-150,-8,-8,160.23,1.572,194.268,-643,-33,-33,548.6,16.4835,3501.2365,-157,-13,-13,51.37,1.69,-19.34
2015-03-31,0.49812035,3.7199015,527610.295,506471.24,1034081.535,-1116,83,83,126.09,18.26,2170.02,-142,-4,-4,161.08,0.87,300.91,-610,23,23,550.0,8.395,2496.595,-144,-7,-7,51.26,0.9415,13.6785
2015-03-30,-0.63706325,3.22178115,508284.7715,527204.4,1035489.1715,-1199,-22,-22,124.05,4.169,-3727.449,-138,-16,-16,161.31,2.936,-301.636,-633,-28,-28,551.62,12.81,-2256.74,-137,-15,-15,51.33,2.0775,-84.8075
2015-03-27,0.530906,3.8588444,527026.094,507082.05,1034108.144,-1177,108,108,124.57,23.112,1106.478,-122,-2,-2,160.79,0.434,23.146,-605,13,13,553.0,6.6625,4153.6975,-122,-17,-17,51.49,2.5415,25.7385
2015-03-26,0.0834256,3.3279384,507019.454,526824.57,1033844.024,-1285,-53,-53,122.76,14.416,-1152.376,-120,-11,-11,159.27,3.234,-169.264,-618,-43,-43,557.59,33.368,2146.442,-105,-32,-32,51.19,4.416,9.454
2015-03-25,1.10716245,3.2445128,515841.248,505505.04,1021346.288,-1232,81,81,126.54,14.094,4075.976,-109,-19,-19,163.08,3.7905,411.9295,-575,14,14,570.5,10.766,6545.644,-73,-33,-33,51.98,4.125,38.075
2015-03-24,-0.5854446,2.13735035,509655.1235,515325.93,1024981.0535,-1313,33,33,127.23,5.4945,676.6055,-90,-25,-25,164.79,5.775,144.925,-589,-5,-5,562.56,2.1325,-6686.2025,-40,-44,-44,52.35,5.654,10.226
2015-03-23,-0.1074111,2.72279495,517339.2995,508974.69,1026523.9095,-1346,61,61,127.12,15.982,-1853.662,-65,-14,-14,162.77,3.255,-118.545,-584,0,0,560.43,0.0,905.2,4,-58,-58,53.03,8.004,-7.104
2015-03-20,0.0813182,2.83020605,504396.1205,516659.8,1024340.6805,-1407,11,11,128.25,2.1175,2240.8325,-51,-13,-13,160.95,2.6715,-144.4215,-584,-21,-21,561.65,6.993,-1314.213,62,-56,-56,52.44,9.576,30.984
2015-03-19,0.19858495,2.74888785,515178.8485,503572.67,1024932.3585,-1418,98,98,128.75,23.471,1324.549,-38,-6,-6,159.7,2.07,-2.73,-563,11,11,559.39,8.129,843.211,118,-73,-73,53.57,10.1105,-179.1805
2015-03-18,-0.72921915,2.5503029,506897.549,514686.2,1031844.269,-1516,36,36,127.0,6.606,-2173.046,-32,-18,-18,156.85,3.528,-96.708,-574,-15,-15,552.5,5.85,-4951.79,191,-85,-85,53.42,12.0275,-70.6475
2015-03-17,-0.135155,3.27952205,513239.4805,505989.49,1034088.8105,-1552,94,94,125.9,19.176,-3352.156,-14,-30,-30,156.2,6.435,-31.155,-559,2,2,551.71,1.285,2055.845,276,-107,-107,53.21,14.124,-24.084
2015-03-16,-0.6081537,3.41467705,501839.1705,512989.43,1037905.1505,-1646,60,60,123.88,14.46,-2270.42,16,-11,-11,155.05,3.366,49.904,-561,-39,-39,550.95,31.551,-3923.571,383,-100,-100,53.74,14.9,62.55
2015-03-13,0.52065375,4.02283075,504441.7075,501153.4,1035620.4875,-1706,154,154,124.4,40.579,1434.281,27,-49,-49,157.46,10.9025,-136.2825,-522,-23,-23,553.5,9.0965,4219.8535,483,-147,-147,53.9,24.0345,-311.3145
2015-03-12,-0.485532,3.502177,490225.2,503698.09,1040000.17,-1860,-16,-16,122.31,3.728,-4113.208,76,-33,-33,156.27,8.58,63.61,-499,-32,-32,553.51,15.136,-2101.246,630,-128,-128,54.0,20.736,1295.524
2015-03-11,0.67163005,3.987709,487352.61,489289.38,1033399.33,-1844,4,4,124.75,1.084,4183.836,109,-23,-23,158.57,5.083,-97.693,-467,-19,-19,555.14,11.514,1779.566,758,-71,-71,51.62,10.8985,850.5915
2015-03-10,0.8973925,3.31607895,475819.7995,486389.68,1025510.0695,-1848,-21,-21,126.41,6.8355,4838.0745,132,-36,-36,159.6,8.91,-441.75,-448,-23,-23,564.25,10.0395,6084.4805,829,-81,-81,52.07,9.72,-1506.88
2015-03-09,-0.1364148,2.41868645,473642.1945,474698.42,1023534.4745,-1827,48,48,127.96,12.264,-1064.124,168,-36,-36,158.2,9.684,360.876,-425,-22,-22,566.86,13.112,-528.402,910,-97,-97,52.88,14.938,-132.498
2015-03-06,0.1283297,2.55510125,461082.3525,472426.64,1019274.4125,-1875,118,118,128.4,29.441,-620.511,204,-89,-89,160.19,16.91,-651.74,-403,-48,-48,574.88,15.6,3045.75,1007,-218,-218,53.75,28.122,-490.202
2015-03-05,0.3953325,2.42677155,446824.1755,460392.04,1020052.9555,-1993,172,172,128.58,27.864,4210.346,293,-67,-67,159.86,12.864,532.296,-355,-64,-64,575.02,35.52,-625.72,1225,-317,-317,53.71,41.527,-163.597
2015-03-04,0.0780862,2.03143905,433472.4805,445915.67,1019538.4905,-2165,250,250,129.1,42.875,1797.425,360,-115,-115,160.54,21.5625,-657.5125,-291,-78,-78,571.87,42.393,-101.883,1542,-435,-435,53.48,55.8975,-257.1675
2015-03-03,-0.05302335,1.95335285,405521.2885,432944.25,1021178.9985,-2415,333,333,128.96,66.267,-675.027,475,-199,-199,160.27,40.596,178.864,-213,-125,-125,570.45,96.25,-697.4,1977,-683,-683,53.94,118.5005,663.3295
2015-03-02,-0.09955885,2.0063762,365622.802,404505.64,1020575.362,-2748,57,57,129.25,12.3405,-1788.6105,674,-214,-214,161.68,44.191,-1083.871,-88,-144,-144,560.53,99.432,-931.432,2660,-303,-303,52.43,40.905,2808.325
2015-02-27,0.60563935,2.10593505,321696.0705,364650.0,1016739.6505,-2805,-316,-316,130.0,98.908,5266.172,888,-37,-37,161.05,11.7845,945.0355,56,-165,-165,554.24,137.28,-178.36,2963,156,156,52.32,20.124,23.546
2015-02-26,-0.2641321,1.5002957,279870.797,320533.42,1019084.917,-2489,-368,-368,128.78,100.28,-4161.03,925,-51,-51,163.74,11.169,-1758.239,221,-134,-134,543.21,85.626,2391.744,2807,177,177,52.03,22.656,886.204
2015-02-25,0.8154985,1.7644278,243757.238,279038.76,1011769.108,-2121,-293,-293,131.56,64.8995,6925.3505,976,-54,-54,164.94,14.796,-1980.376,355,-96,-96,535.9,50.592,2693.068,2630,165,165,51.65,24.0075,516.9425
2015-02-24,0.6529273,0.9489293,225582.423,243014.32,1008081.733,-1828,-101,-101,132.94,26.967,1484.213,1030,-84,-84,162.49,16.38,1925.94,451,-76,-76,530.0,34.314,1705.706,2465,68,68,51.42,9.486,1413.414
2015-02-23,-1.18530125,0.296002,198749.59,224544.54,1008106.48,-1727,-188,-188,130.02,32.43,-5979.17,1114,-110,-110,164.23,23.375,-783.935,527,-83,-83,536.05,41.2925,-3992.0725,2397,66,66,51.53,11.715,-1097.835
2015-02-20,-0.2805765,1.48130325,168454.8925,197946.18,1016167.3525,-1539,-234,-234,128.62,31.59,-1607.76,1224,-70,-70,163.64,17.675,-328.935,610,-92,-92,543.13,32.66,-2399.94,2331,138,138,51.05,17.25,1530.87
2015-02-19,0.38919665,1.76187975,144638.6875,167666.4,1017579.6475,-1305,-177,-177,128.48,29.4705,280.3995,1294,-56,-56,162.05,10.724,2181.236,702,-64,-64,538.04,31.936,2087.164,2193,97,97,51.28,12.513,-656.833
2015-02-18,-0.23805435,1.3726831,130869.251,143955.36,1014967.631,-1128,-107,-107,127.62,21.186,-1047.576,1350,-59,-59,161.86,10.856,1702.744,766,-43,-43,541.4,23.4565,-2490.6165,2096,85,85,51.3,12.325,-545.095
2015-02-17,-0.40974565,1.61073745,116388.4345,130167.29,1016454.5145,-1021,-114,-114,127.49,20.691,-739.701,1409,-31,-31,159.75,6.448,762.442,809,-50,-50,546.83,21.95,-5122.48,2011,145,145,50.95,19.3575,1002.2825
2015-02-13,0.7954335,2.0204831,106465.681,115442.96,1020023.431,-907,-71,-71,127.28,13.8805,-518.0005,1440,-21,-21,158.78,3.5805,2709.0795,859,-36,-36,543.35,21.87,5215.97,1866,109,109,51.01,18.094,547.286
2015-02-12,0.7503555,1.2250496,100264.936,105386.16,1012584.896,-836,-23,-23,126.06,5.083,-1298.823,1461,-31,-31,158.72,6.076,477.564,895,-21,-21,537.25,7.4235,6248.6565,1757,125,125,49.94,17.3125,2076.1575
2015-02-11,-0.3341364,0.4746941,98589.681,99812.01,1006462.371,-813,-2,-2,122.77,0.399,-2324.079,1492,-26,-26,157.76,7.124,-565.044,916,-23,-23,535.3,14.697,-940.937,1632,164,164,49.15,23.944,488.696
2015-02-10,1.1157329,0.8088305,94745.525,97457.87,1009588.655,-811,-20,-20,120.17,3.41,-1859.71,1518,-15,-15,156.74,3.075,4277.355,939,-18,-18,529.3,7.182,8573.568,1468,104,104,50.0,15.964,166.116
2015-02-09,-0.51165445,-0.3069024,93062.896,93773.05,997856.446,-791,-23,-23,118.55,4.37,-638.0,1533,-3,-3,156.0,0.5775,-1489.7475,957,-19,-19,528.0,12.1505,-3102.8405,1364,137,137,48.86,19.7965,114.0435
2015-02-06,0.2893738,0.20475205,89762.3405,92175.36,1001210.4005,-768,-28,-28,120.02,4.172,773.748,1536,-7,-7,157.34,1.204,-1833.034,976,-20,-20,527.64,8.41,3330.71,1227,114,114,49.4,15.846,622.314
2015-02-05,0.60976845,-0.08462175,87129.9525,88814.8,999094.5825,-740,-12,-12,120.02,2.52,-278.2,1543,-31,-31,157.29,6.2155,1469.8645,996,-18,-18,523.79,12.06,4807.2,1113,120,120,48.74,16.2,98.82
2015-02-04,-1.0134375,-0.6943902,82364.898,86268.0,993827.778,-728,-40,-40,118.5,6.96,-675.44,1574,-26,-26,157.21,7.605,-2417.105,1014,-26,-26,529.24,15.782,-6586.502,993,128,128,48.57,18.368,-455.328
2015-02-03,0.77425395,0.3190473,75522.873,81528.0,1003293.673,-688,-58,-58,118.5,14.761,-36.061,1600,-40,-40,154.75,10.3,6089.3,1040,-28,-28,528.0,23.03,753.93,865,77,77,48.46,11.0495,935.3705
2015-02-02,-0.47775915,-0.45520665,65779.4335,74371.5,995813.3335,-630,-89,-89,118.05,22.9175,-869.8075,1640,32,32,154.0,6.72,2185.2,1068,-51,-51,531.73,67.1925,-6660.2025,788,101,101,47.2,14.2915,567.2185
2015-01-30,2.36256055,0.0225525,58595.275,64054.4,999554.685,-541,-48,-48,118.4,13.512,903.828,1608,-52,-52,153.91,20.956,-3591.956,1119,-9,-9,515.86,5.3505,26740.7895,687,87,87,47.09,12.876,-427.056
2015-01-29,0.57911625,-2.34000805,57832.8195,57345.76,977871.8595,-493,-16,-16,116.32,3.848,-1757.558,1660,-19,-19,151.38,4.731,6515.839,1128,3,3,511.0,2.2485,739.2315,600,95,95,47.07,16.15,293.65
